label,text
1,ಅಭಿಮಾನಿ ಆಗೋದೆ ನಾನು ನಿಮಗೆ ಹಾಗೆ ತುಂಬಾ ಚೆನ್ನಾಗಿ ನಟನೆ ಮಾಡುತ್ತಿರಾ ಸಿಸ್ಟರ್
1,ಹೌದು ಸರ್ ಬಿಸಿ ಸರ್
1,ನಿನ್ನ ಕೊನೆಯ ಅನಿಸಿಕೆ ತಿಳಿಸು
1,ಗಂಡ ಇಲ್ಲ ಅಂದರೆ ಏನು ಕೈ ಕಾಲು ಚೇನಗೀ ದುಡಿದು ತಿನ್ನು ಮೋದಲು ಒಂದು ವೇಲ್ ಹಾಕು ಮೈ ಮೇಲೆ
1,ಯಾವೂರು ನಿಮ್ಮದು ಮೇಡಂ
0,ಕನ್ನಡ  ಸಾಂಗ್ ಮಾಡೇ ಕೋತಿಗಳು 🤣🤩
1,ಕರಿ ಗುಬ್ಬಿ ನ ಅಣ್ಣಾ😂😂😂😂
1,ಈ ಮೂವರು ಮೂರನ್ನು ಬಿಟ್ಟವರು
1,ಅಕ್ಕ ನೀವು ಸ್ಲೋ ಮೋಷನ್ ಹೆಂಗ್ ಮಾಡ್ತೀರಾ 👌
1,ಸೂಪರ್ ನೈಸ್ ಮೇಡಂ
1,"ವಾರ್ಷಿಕೋತ್ಸವದ ಶುಭಾಶಯಗಳು, [ಹೆಸರು1] ಮತ್ತು [ಹೆಸರು 2]! 👩"
1,ಮಲೆನಾಡ ತವರು ಶಿವಮೊಗ್ಗ 😍
0,ಪ್ರಮುಖ ಸೆಕ್ಸ್ ಕರೆಗ
0,ಏನ್ ಗುರು ಮೂವರ ಡಗರ್ ಜೊತೆ ಸೇರಿ ಬಿಟ್ಟಿದ್ದೀಯ ಆಯ್ತು ನಿನ್ನ ಕಥೆ ಗೋವಿಂದ
0,ಬೇವರ್ಸಿ ಸೂಳೆಮಗನೇ ಮೋದಿಜಿ ಯಾಕೆ ಹಾಕಿದ್ಯಾ ನಿನ್ನ ಅಮ್ಮನ ಮಿಂಡ್ ದು ಹಾಕು
1,ಒಳ್ಳೆಯ ಮಾತು ಅಕ್ಕ 💯ನೀಜಾ👌👍
1,"ಆದಷ್ಟೂ ಬೇಗ ನೀವು ವೈರಲ್ ಆಗುತಿರ ,,, ನೀವು ಮಾಡುವ ಪ್ರತಿಯೊಂದು ವಿಡಿಯೋ ಗಳು ಚನ್ನಾಗಿದ್ದವೇ,, ನೀವು ಮಾಡುವ ಪ್ರಯತ್ನ ಕ್ಕೆ ಪ್ರತಿಫಲ ಬೇಗ ಸಿಗುತ್ತೇ ,,, ನಿಮ್ಮ ಕನಸುಗಳು ನೆರವೇರಲಿ🙏💐💐💐💐"
0,ನಿನ್ ತುಲ್ಲು ಏಡ್ಸ್  ತುಲ್ಲು  ಎಷ್ಟು ಜನ ಕೆಯ್ದು ಹಾಕಿದಾರೋ ಶಿವನೇ ಬಲ್ಲ
0,ಒಳ್ಳೆ ಮೊಲೆ ತ***** ಚೆನ್ನಾಗಿದ್ದೀಯಾ
1,ಹಟ್ಟಿ ಸೂಪರ್ ಮಾಡಿದರಂತೆ ನಂಬರ್ ಕೊಡ್ತೀರಾ ಆಂಟಿ
1,ನೀನು ಕಣ್ಣಗ ತುನ್ನಿ ಇಟ್ಟುಕೊಂಡಿದ್ದೆ ಸರಿಯಾಗಿ ಕಣ್ಣು ಬಿಟ್ಟು ನೋಡು ಬೋಳಿಮಗನೆ
1,"ಬೆಳಗ್ಗೆ ಎದ್ರೆ ಅಲ್ಲಿ ಅತ್ಯಾಚಾರ ಅಯ್ತು ಇಲ್ಲಿ ಅತ್ಯಾಚಾರ ಅಯ್ತು ಅಂತ ನ್ಯೂಸ್ ನೋಡ್ತೀನಿ ತುಂಬಾ ಬೇಜಾರ್ ಆಗುತ್ತೆ.. ಅಮಾಯಕ ಹುಡುಗೀರ ರೇಪ್ ಆಗೋ ಬದಲು ನಿನ್ನಂತವರಿಗೆ ಮತ್ತು  ಸೋನು ಸೂಳೆ, ಬಿಂದು ಡಗಾರ್ ಅಂತಹ ಮುಂಡೇರಿಗೆ ಅತ್ಯಾಚಾರ ಆಗಿದ್ರೆ ಒಳ್ಳೆದಿತ್ತು.."
1,ಹೋಗಿ ಅಕಿ ಯಾವಾಕೀ ಅಕಿ ಮೇಕ್ಅಪ್ ಫ್ಯಾಕ್ಟರಿ ಇಟ್ಕೊಂಡ್ ಅಲಾ ಬಿಗ್ ಬಾಸ್  ಕಾಂಟೆಸ್ಟಂಟ್ ಆಕಿದ್ ಹೆಲ್ ತಿನ್ನ ರೊಕ್ಕ ಯಾಕ್ ಕೊಡ್ಬೇಕ್ ನಿಂಗ್ ಬೇವರ್ಸಿ
1,So  ಕ್ಯೂಟ್ ವಿಡಿಯೋ
1,ಯಪ್ಪಾ ನನ್ ಕಣ್ ಅಲ್ಲಿ ನೋಡೋಕೆ ಅಗ್ಥ್ ಇಲ್ಲ
1,ನಿನ ಹೆಸರು ಬರಕದ ಬರತನ.ಹುಷಾರ ಆಧಮೆಲ ಕನೂ
1,ಪೈಲ್ಸ್ ಆಗಿರ್ಬೇಕು ನೋಡ್
0,ಬೋಳಿಮಕ್ಳು ತಿನ್ನೋದು ಕನ್ನಡ ಅನ್ನ ಹೇಳೋದು ತಮಿಳ್ ಮದರ್ tung ಅಂತೆ ಆ ನಿನ್ನಾ ತಮಿಳು ಮದರ್ tung ಆದ್ರೆ ಆ ಮದರ್ tung ಗೆ ದೆಂಗೋ ಅಪ್ಪ ನಮ್ ಕನ್ನಡ... 😄😆🤩
1,ಇದು ವಂದ ಕಾಮಿಡಿ ನಾ
1,👌👌👌👌👌❤❤❤ ಸೂಪರ್ ಆಗಿದೆ ಮೇಡಂ❤❤❤👌👌🥰😘😍🥰😘
1,ಕತ್ತೆ ಹಡ ಬೇಕು
1,ನಿಮ್ ನಂಬರ್ ಕೊಡಿ
1,♥️♥️ತಂಗಿ♥️♥️ ನನ್ನ ತಾಯಿಯ ಗುಣವಾಗಿ  ಹೊಳೆಯ ದಡದಲ್ಲಿ ಬೆಳೆದ ಬೆಳ್ಳಕ್ಕಿ ಹಬ್ಬ ಬಂತೆಂದರೆ ತವರಿನ ಅಣ್ಣನ ದಾರಿ ಕಾಯುವಾಕ್ಕಿ ತವರ್ ಮನಿಯಾಗ ನಂದು ಹಕೈತ್ತಿ  ನಿಂದೆನ್ ಅಂತ ಅಂದಾಕ್ಕಿ ಅಣ್ಣನ ಮ್ಯಾಲ ಅಧಿಕಾರ ನಡೆ ಸಾಕಿ ಏನೇ ಆದರೂ ತವರಿನ ಮ್ಯಾಲ ಬಾಳ್ ಹಂಬಲ ಇಟಾ ಕಿ ನನ್ನ ತಾಯಿಯ ಪ್ರತಿರೂಪ ಆಕಿ ನನ್ನ ಕೂಡ ಆಡಿ ಬೆಳೆ ದಾಕ್ಕಿ  ಸಣ್ಣ ಸಣ್ಣ ವಿಷಯಕ್ಕೆ ಸಿಟ್ಟಿಗೆ ಬರುವಾ ಕೀ ಅವಳೇ ಅಣ್ಣಾ ಎಂಬ ಹಕ್ಕಿಯ ರೆಕ್ಕೀ..♥️♥️ತಂಗಿ♥️♥️
1,ಸೂಪರ್  ಎಕ್ಸ್ಪ್ರೆಶನ್  ಐ ಲೈಕ್  ಯು  ಐ  ಹಗ್  ಯು 👌👌👌👌🌹🌹
1,ಮುಖಕ್ಕೆ ಮೇಕಪ್ ಸಲ್ಪ ಹಾಕುವ
1,ಯಾಕ್ರಿ ದೋಸೆ ಬಿಟ್ಟಿದ್ದೀರಾ ಬಿಸಿ ಮಾಡಿಕೊಡಿ
0,ತಿಕುಲು ಮುಂಡೇದು .ಯಾರೂ ಎಸ್ಟು ಬೈದ್ರು ಹುಟ್ಟು ಗುಣ ಬಿಡಲ್ಲ.
0,", ತಿಕ್ ತೊಕ್ ವಿಡಿಯೋ"
0,ನಿಮ್ಮವ್ವನ್ ಭಯ ಅಲ್ಲ ನಿನ್ನಪ್ಪನ ಭಯ
0,ಡಗಾರ್  ಅಂಟವಾ ಮಾವ ಕಾಲ್ ಗರ್ಲ್ ಅಂಟವಾ ಮಾವ 🤣🤣
0,ನನ್ ತುಣ್ಣೆ ಚೀಪು ಬಾ
1,ವಾವ್ ವೆರಿ ವೆರಿ ಸೂಪರ್ 💐🎉🎉🎉
1,ಐ ಲವ್ ಯು ಟೂ
0,ನಿನಗೆ ಯಾರು ದುಡ್ಡು ಕೊಟ್ಟಿಲ್ಲ ಅಂತ ಆ ಆಪ್ ಲ್ಲಿ ಬಟ್ಟೆ ಬಿಚ್ಚಿದ್ದು ಎಲ್ಲಾ ನೋಡಿದರೆ  ಮುಚ್ಕೊಂಡು ಇನ್ನಾದ್ರೂ ಮಾನ ಮರ್ಯಾದೆ ಇಂದ  ಇರು ಸ್ವಲ್ಪ ಬೇವರ್ಸಿ
1,ಐ ಲವ್ ಯು ಪ್ರೀತಿ ನಾಯಕ್ ನನ್ನ ಪ್ರೀತಿಯ ಗೆಳತಿ ನಾಯಕ್ ಪ್ರೀತಿ
0,ನಿಮ್ಮ ಹ  ಕೊಬಿದ  ಮೊಲೆ ಸೂಪರ್ ಆಗಿ ಮೆಂಟೇನ್ ಮಾಡಿದಿರಾ 👌👌👌
1,ಪಿ ಸಿ ಗಳು ಸೂಪರ್
1,"ದೇವರ ಹೆಸರಲ್ಲಿ ತಮಾಷೆ ಬೇಡ,"
0,ಯಾರು ವಿಡಿಯೋ ಹಾಕಿದರೋ ಅವ್ನಿಗೆ ಚಪ್ಲಿ ತಗೊಂಡು ಹೊಡಿರಿ
1,ನಿಮಗೂ ಗೌರಿ ಗಣೇಶ ಹಬ್ಬದ ಶುಭಾಶಯಗಳು 🙏🙏🙏🙏
1,Ninu ennu chikka ಹುಡುಗಿ ಇವಿವೆಲ್ಲ ಬೇಡ
0,ನಿಮ್ಮವ್ವನ್ ತುಲ್ಲು ನಿಮ್ಮ ಅಕ್ಕನ ತುಲ್ಲು ಸೂಳೇ ಮುಂಡೆ ಕನ್ನಡದಲ್ಲಿ ವಿಡಿಯೋ ಮಾಡಕ್ಕೆ ಏನ್ ರೋಗ ನಿಮಗೆ ಸುಳ್ಳೇ ಮುಂಡರ ನನ್ನತ್ರ ಬರ್ರಿ ನಿಮ್ಮವ್ವನ್ ತುಲ್ಲ್ ನಿಮ್ಮಕ್ಕನ್ ತುಲ್ಲು🩴👞👟🥾🥿👠👡 ಕಳಿಸ್ತೀನಿ
1,ಮುದಿ ಆಂಟೀ ನಿನ್ ಜನ್ಮಕ್ಕೆ ಬೆಂಕಿ ಹಾಕ decently dress haku  ಕೋತಿ
1,ಅದರೆ ನಾನ್ನ ದ್ರಿಷಿ ಅತರ ಇಲ್ಲ
1,ಏನ್ ಶಿವಾನಿ ಅವರೇ
1,ಸೂಪರ್ ಸಾಂಗ್ ಅಕ್ಕ.
1,ಅಮ್ಮ ಸೂಪರ್ ಆಗಿದೆ ವಿಡಿಯೋ
1,ಅಕ್ಕ ನಿಮ್ಮ ನಂಬರ್ ಕೊಡಿ ಪ್ಲೀಸ್ ಇದು ನಮ್ಮ ಕೋರಿಕೆ
1,ಸೂಪರ್ ರೀ ನೀವು
1,Prema....ನಿನೀಗೇ...ನಾನು...ಇ0ಗೇ....ಮಾಡದು...prema
1,ಚಂದ್ರನ ತಂಗಿ ಮಗ ಸೂಪರ್
0,"ಏನೆ ನ್ನಿನ್ನ ಹತ್ತಿರ yashwant number‌ ಇದ್ರೆ ಕೊಡು ಅಂತ ಅಂದೆ ನನ್ನ ಯೋಗ್ಯತೆಗೆ ‌ಎನೆ  ಆಗಿದೆ ನ್ನಿನ್ನ ಯೋಗ್ಯತೆ ನೊಡಿಕೊ ಹಂದಿ ,ಹಡಸು, pig , monkey"
0,ಸೂಳೇ ಅಲ್ವಾ ನೀನು ಅದಕ್ಕೆ 🖕 . 😡
1,ಯಾವ್ heroine ಗೂ ಕಮ್ಮಿ ಇಲ್ಲ
1,ಅಮ್ಮ ಯಾಕೋ ಅಡುಗೆ ಮಾಡೋಕೆ ಸೊಸೆ ಬೇಕು ಅಂತಾರೆ ಮೀಟ್ ಮಾಡೋಣ ಅಪ್ಪ ಯಾಕೋ ಬಿಡಿ ತಾರಕ್ ಮೊಮ್ಮಗು ಬೇಕಂತಾರೆ ಮೀಟ್  ಮಾಡೋಣ ಹೇಳು ಏನ್ ಮಾಡೋಣ ಏನ್ ಮಾಡೋಣ...... ಮೀಟ್ ಮಾಡೋಣ ಇಲ್ಲ ಡೇಟ್ ಮಾಡೋಣ
1,ಒಳ್ಳೆಯ ತಿಕ ನಿಂದು ಶುಭ ಪುಂಜ ನೀನು ಪುಂಜ ಅಲ್ಲ ಹುಂಜ
1,ನೀವು  ಬಿಡಿ  supper
0,ಆ ಉಡುಗೊರೆ ಲಿ ನಾಯಿ ಸಾಟ ಹಾಕಿ ಕಳ್ಸಿದ್ದಾರೆ ಕಣೊ ತಿರ್ಕೆ
1,ಸೋ ಸುಪರ್ ರಿ 🌷🌷🌷🌷🌾🌾
1,ಸೂಪರ್ ಸಾಂಗು ನನ್ನ ತಂಗಿ ದೂ
1,ಗೌರಿ ಗಣೇಶ ಹಬ್ಬದ ಹಾರ್ದಿಕ  ಶುಭಾಶಯಗಳು 🙏🙏🤝🤝
0,ನಿನ್ನ ತುಲ್ಲು ಸೂಪರ್ ಆಗಿರುತ್ತೆ ಪ್ಲೀಸ್   ನನಗೆ ಬೇಕು ನನಗೆ ಬೇಕು ನನಗೆ ಬೇಕು
1,ಸೂಪರ್ ಅಣ್ಣಾ ಅತ್ತಿಗೆ
0,ತಿಕ ಹೊಡ್ಕೊ ಹೋಗಿ ಲೌಡೆ
1,ಹೌದಾ ಸೂಪರ್ ಮೇಡಂ👌👌👌👌👌👌
1,ಚಂದಗ್ಗೆ ತಲೆ  ಬಚಾಕೋ
1,ನಿಮ್ಮ ಸಂದೇಶ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಕೊಡ್ತೀರಾ ಬ್ರದರ್ ನಿಮ್ಮ ಅಭಿಮಾನಿ ಮಂಜು
1,ನಿನ್ನದು ಯಾವಾಗಲೂ ಹೀಗೆ ಇರಲಿ ಯಾರೇನೇ ಅಂದ್ರೂ ತಲೆ ಕೆಡಿಸ್ಕೋಬೇಡ ವಿಡಿಯೋ ಮಾಡ್ತಾ ಇರು
1,ಲೇ ಆಂಟಿ ನಿನ್ನ ಹೆಸರೇನು ಲೇ ಆಂಟಿ
0,ಲೇ ಹುಚ್ಚ ಸೂಳೆ ಮಗನೆ
1,ಏ ಅವನಿಗೆ  ಏನಾರು ಕೆಲಸ ಇರಬೇಕು ಬಿಡ್ ಮಾಡ್ತಾನ್
1,ಕಳ್ಳಿ ನಿಮ್ಗ್ ಹೇಳಿಲ್ವ
1,ಸುಪರ್ ಮೆಡಂ ನಿಮ್ಮ ನಂಬರ್ ಕೊಡಿ
1,ಸೂಪರ್ ಸೂಪರ್ ಸಿಸ್ಟರ್ 👌👌👌👌
1,ರಿ ಪ್ಲೀಸ್ ರಿ
1,ವಾವ್ ವೆರಿ ವೆರಿ ನೈಸ್ ಸಿಸ್ಟರ್ ಎಫೆಕ್ಟ್ ಸೂಪರ್ ಸೂಪರ್ 👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻👌🏻
1,ಅಹಹಾ ಅನ್ಯಗ್ರಹ ಜೀವಿಗಳು
0,ಲೇ ಸೂಳೆ ನಿನು ಇನ್ನು ಬದ್ಕಿದಿಯಾ ನಿನ್ನ ಕನ್ನಡಿಗರು ಬೇಳಿಸಿಲ್ಲ ಸಾಯಿಸಿದ್ದರೆ ಅಲ್ವೇನೆ ಬಿತ್ರಿ ಇವಗ ಮಾತ್ರ ಅರ್ ಸಿ ಬಿ ಬಂತ ನಿಂಗೆ ಅರ್ ಸಿ ಬಿ ಯಾವತ್ತಿಗು ಕನ್ನಡಿಗ ಸ್ವತ್ತು ಕಣೆ ಅದು ನಿಂಗಲ್ಲ ಕಣೆ ಸೂಳೆ
1,ವಾವ್ ಸೂಪರ್ ಮೊಲೆ ಹಾಲನ್ನು ಕರೆಯುವ ಆಸೆ
1,ಸೂಪರ್ ಲವ್ ಯು ಬಂಗಾರ
0,ಅಸ್ಸಾಯ್ಯ ನಿಮ್ಮ್ ಅವ್ವನ ತುಲ್ಲು
1,ಸೋ ಕ್ಯೂಟ್ ಆಕ್ಟಿಂಗ್ ಫ್ರೆಂಡ್⭐⭐⭐⭐⭐⭐⭐⭐👏👏👏👏👏🙏🙏🙏🙏🙏👌👌🤝🤝😊
1,"""ಸಂಪತ್ತು ಮತ್ತು ಕಳೆದ ವರ್ಷದ ಪ್ರಾರ್ಥನೆಯ ಎಲ್ಲಾ ಫಲವತ್ತತೆ ಮತ್ತು ಯೋಗಕ್ಷೇಮಕ್ಕಾಗಿ ಇಂದು ಪೋಂಗಲ್ ಇಂದಿನ ಉತ್ತಮ ಶುಭಾಶಯಗಳು, ನಾನು ಯಾವುದೇ ರೋಗಕ್ಕಿಂತಲೂ ಹೆಚ್ಚು ಕಾಲ ಬದುಕಲು ಕೊನೆಯ ಬಾರಿಗೆ ಸರ್ವಶಕ್ತನಾಗಿ ಪ್ರಾರ್ಥಿಸುತ್ತೇನೆ."
1,ಸೂಪರ್ ಚಿನ್ನ ಬ್ಯೂಟಿಫುಲ್ ♥️♥️💖💖💖💖💕💕💕💓❣️
1,ಕುಸ್ಟ ರೋಗ ಬಂದಿದೆ ನಿಂಗೆ
0,ಚಪ್ಪಲಿ ಹೊಡಿಬೇಕು ನಿನ್ನ
1,ವಾವ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್
1,ಸೂಪರ್ ಮೇಡಂ ನಿಮ್ಮ ಆಕ್ಟಿಂಗ್ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ನಿಮ್ಮ ಊರು ಯಾವುದು ಅಂತ ಹೇಳಿ
1,ರೀ gwodre ಸೂಪರ್
1,ಇವಾಗ ಆಗಿರೋ ರೇಪ್ ಸಾಲ್ದಾ ಯಾಕೆ ಬುದ್ಧಿ ಇಲ್ಲ ಈ ಜನಗಳಿಗೆ
1,"ಲೈಕ್ ಮಾಡಿದವರೆಲ್ಲಾ ನೋಡಿದಾರಲ್ಲಾ  ಏನ್ ಕೀಳ್ತೀಯಾ..?  ಓ ಅದನ್ನಾ ಕಿಳ್ತೀಯಾ..?  ಹಾಗಿದ್ರೆ, ಮಂಗಳವಾರ, ಶುಕ್ರವಾರ, ಬಿಟ್ಟು ಯವಾಗ್ಲಾದ್ರೂ ಬಂದು, ಕಿತ್ತುಕೊಂಡು ಹೋಗು, ಪ್ರೀ ಯಾಗಿ ದಾನಾ ಮಾಡ್ತೀನಿ..."
1,ಆಯ್ತು ಮೇಡಂ ಎಲ್ಲಿದ್ದೀರಾ ಆಫೀಸಿಂದ ಮನೆಗೆ ಹೋದ್ರಾ
1,ನೀವು ಲೈಫ್ ಲಾಂಗ್ ನೀವು ಯಾವತ್ತಿಗೂ ಮಹಾರಾಣಿ ತರ ನಗುನಗುತ ಇರಬೇಕು ಅನ್ನೋದೇ ನನ್ನ ಆಸೆ 🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️🌹❤️
1,ಸೂಪರ್ ಜೋಡಿ ನೂರು ವರ್ಷ ಚನ್ನಾಗಿರಿ ಅಣ್ಣ🥰🥰
1,ಇದೆ ರೀತಿ ಹೇಚಿನ ಮನರಂಜನೆಗಾಗಿ ನಮ್ಮ ಫೇಜ್ ಫಾಲೊ ಮಾಡಿ🙏
1,By  ಅಕ್ಕಾ ಗುಡ್ಡ ಕ್ಕೆ  ಹೊಂಟಿವಿ 🖐️🖐️ಅಕ್ಕಾ 🙏🙏
1,ನೀವು ಯಾವಾಗಲೂ ಕತ್ತಲಿ ತಾಳಿ ಹಾಕಲ್ವಾ
1,ಸೂಪರ್ ಮುದ್ದು ಗೊಂಬೆ🥰🥰🥰🥰
1,ಏನು ಕೆಲಸ ಮಾಡತೀರಾ ಸಿಸ್ಟೆರ್..
1,ತಂದೆ ಗೆ ಮಗಳು ಯಾವಾಗಲೂ ಮುದ್ದು ಅಣ್ಣಯ್ಯ
0,ಯಾವ್ ಮುಖ ಇಟ್ಕೊಂಡು  ನಿಮ್ ತಂದೆ ತಾಯಿಗೆ  ಮುಖ ತೋರಿಸ್ತೀರಾ  ನಾಚ್ಕೆ  ಆಗಲ್ವ  ನಿಮ್ ಜನ್ಮಕ್ಕೆ  ...ಲೈಕ್ ಗೆ ಹೀಗೆ ಆಡೋರು ಇನ್ನು  ಸ್ವಲ್ಪ ಜಾಸ್ತಿ ಏನಾದ್ರು  ಸಿಗುತ್ತೆ  ಅಂದ್ರೆ ಹೇಗ್  ಆಡಲ್ಲ ನೀವು
0,ಸುಳೆ ವಾಯ್ಸ್ ಸುಳೆಮಗ
1,ಲವರ್ ಇದನ....??  ಇಲ್ಲ ಸಿಂಗಲ್ ನೀವು 😜😜😜
1,ಹಲೋ ಹಾಯ್ ನಿಮ್ಮ ಹೆಸರು
1,ಹೌದ ಹಲೊ ಯರಾ ❤
1,ಇರುದೊಂದೇ ಆತ್ಮ ವಿಶ್ವಾಸ ಮುನ್ನನಡೆಯುವುದು
0,ಲೇ ಮಕಾ ನೋಡಲೇ
0,ಈ ಸೂಳೆ ಮಗಂಗೆ ಸದ್ಯದಲ್ಲೇ ಬೀಳುತ್ತೆ ಒದೆ....ಅತಿ ಆಯಿತು ಈ ಬೋಸುಡಿ ಮಗಂದು ಜಟಕಾ ರಾಜ
0,ತಿಕ ನೇ ಇಲ್ಲ ಏನು ತಿಕ ಆಡುಸ್ತೀಯ
1,ಯಾಕೆ ನೀನು ಯಾಷ್ಟು ಸುಂದರ ಹೆಣ್ಣಿಗೆ ಮರ್ಯಾದೆ ಕೊಟ್ಟು ಮಾತಾಡು ಅವರೇನು ತಪ್ಪಾಗಿ ವಿಡಿಯೋ ಮಾಡಿದರಾ ನಿನ್ನ ಪ್ರಕಾರ ಸುಂದರವಾಗಿರುವ ಮಾತ್ರ ವಿಡಿಯೋ ಮಾಡಬೇಕು ಬೆಳ್ಳಗಿದ್ದರೆ ಮಾತ್ರ ನಿಮ್ಮನೇಲಿ ಎಲ್ಲರೂ ಬೆಳ್ಳಿಗೆ ಇದ್ದಾರಾ ಮೊದಲ ಹೆಣ್ಣಿಗೆ ಗೌರವ ಕೊಡು ಆಮೇಲೆ ಕಾಮೆಂಟ್ ಹಾಕು ನಿಮ್ ವಿಡಿಯೋಗಳಿಗೆ ಇಲ್ಲ ಅಂತ ಮಾತಾಡೋದು ಸರಿಯಲ್ಲ
1,ತುಂಬಾ ಚನ್ನಾಗಿ ಮಾಡತಾಇದ್ದಿರಿ ಸಿಸ್ಟರ್ ಒಳ್ಳೆಯ ಅವಕಾಶ ಸಿಗುತ್ತದೆ ಅಷ್ಟರಲ್ಲಿ ತಮಗೆ
1,ವಾವ್ ವಾವ್ ಸೂಪರ್ ಮೇಡಂ 💥💥💥💥💥💥💥👌
1,ಇದು ಯಾವ ಫಿಲಂ ಸಾಂಗ್ ಅಕ್ಕ
1,ದವ್ವ ರಾಣಿ ಜಾಸ್ತಿ ನುಲಿಬೆಡ ಕನ್ನಡ ಸಾಂಗ್ ಮಾಡೋ
1,ತುಂಬಾ ಮುದ್ದು ಮುದ್ದಾಗಿದೆ ತಂಗಿ
1,ಮೂರು ಗ್ಲಾಸ್ ನೀರುಅಲ್ಲವ್ವ ತಾಯಿ ಎರಡು ಗ್ಲಾಸ್ 👈
1,ಬುಲೆಟ್ ಇದ್ರೆ ತಾನೇ  ಹೋಗಕ್ಕೆ ಎಲ್ಲಾ ನಿಮ್ಮಪ್ಪನ ಹೋಗ್ತಾನ
1,Makeover ಫೋಟೋಶೂಟ್ ಇದೆ ಮಾಡ್ತಿರಾ
1,ಹೊಯ್ ಹೆನಂದೆ ಕುಳ್ಳಿ 🙄
0,ಭಾಳ್ ಚೊಲೋ ಆದಿ ಡಿಂಗ್ರಿ
1,ಅಮ್ಮನ ಪ್ರೀತಿ ಪ್ರೇಮ ದೊಡ್ಡದು ಅಣ್ಣಾ
0,ಇಂತಹವರನ್ನು ಬರೀ ಬೆತ್ತಲೆ ಮಾಡಿ ಕತೆ ಮೇಲೆ ಮೆರವಣಿಗೆ ಮಾಡಿಸಬೇಕು. ಇವತ್ತು ಭಾರತದಲ್ಲಿ ಹೆಣ್ಣು ಮಕ್ಕಳು ಸಂಖ್ಯೆ ಕಡಿಮೆ ಯಾಕೆ ಆಗಿದೆ ಅದಕ್ಕೆ ಕಾರಣ ಇಂತಹ ಕಚ್ಚಾಡಮುಂಡೆರು
1,ನಿಮ್ಮ 👗 ಡ್ರೆಸ್ ಇಷ್ಟ ಐತು ಸೂಪರ್ ಡಾನ್ಸ್ ಅಂಡ್ ಡ್ರೆಸ್
1,Prema...ಯಾವತ್ತು...ನ0ಬಿಕೆ...ಇರಬೇಕು...ಪ್ರೇಮ...
