label,text
0,लाज शर्म का फिरिज मे रख ले बाट का हो
0,चश्मा ब्ला लड़का  चूतिया होता ही ह
0,पागल हो गया क्या फालतू🤢🤢🤢🤢🤢🤢🤮🤮🤮🤮💩💩💩💩💩💩👎👎👎👎👎🤮🤮🤮🤮🤢🤢☠☠☠🧟‍♂️🧟‍♂️🧟‍♂️🧟‍♂️🧟‍♀️🧟‍♀️🧟‍♀️🧟‍♀️
0,टपा टप टपा टप
0,लौड़े साले चूतिया प्यार ओ नहीं जो दुनिया को दिखाया जाए प्यार ओ है जो दिल में बसाया जाए और उसे दिल में छ्हुपाया जाए प्यार हमभी किये है किसीका पब्लिक सिटी करना ही प्यार नहीं हाओ
1,कोई कॉमेंट तो करो
1,स्टेटस साँग और फनी विडीओज के लिए मुझे फाॅलो करो😃😃😃😊💙🌈🥰
0,"शुक्र है जी, कहीं unmanly में भी मर्दानगी की उम्मीद जगी 👌😜मतलब 👉👉sc से 2मोटियों, बूढ़ी में से &wtsp से सब में से किसी एक को रखने वाले हो!!गुड 👌लेकिन जल्दी कीजियेगा जी 😃😃क्यूंकि हम हमेशा के लिये जाने वाले हैं 👩‍🚒जाने से पहले आपमें मर्दानगी &उनकी औक़ात तो देख लें 😜😃😃जल्दी कीजिये 😃😃all the best 👍🙏🙏"
1,तेरी बात सही है
1,सीख रहा हु में भी _____________________इंसानो को पढ़ने का हुनर✌️✌️😊😊🔥🔥          #मुर्शिद ۔۔۔۔۔!!!  सुना है किताबो से _____________ज्यादा चेहरे पर लिखा होता है....😌😌😌🤷🏼‍♂️🤷🏼‍♂️🔥🔥🔥
1,कमला पुनड़ इस नाम कि रिगंटोन बनाए प्लीज
1,कहा हो यार फिर से गायब हो गई.!😢
1,बोलो ना मेरी प्यारी दोस्त
0,हल्की आंच से भुना हुआ सलमान खान
0,वाह bosdk वाह्ह 🤣
0,रीती रिवाज और घर वालो की इज्ज़त का तो ख्याल रखों
0,तेरे बहुत फूले हुए है यार दिल करता है हाथों से छूलू
1,"जो लोग मुझे पसंद करते हैं..  उनका शुक्रिया,, 🤗   जो नहीं करते न करें, मैंने कौन सा चुनाव लड़ना है.. 😜🤪😂"
0,मुझे लगता हैं कि तु भुकी हैं लंड की
0,जिन्होंने भी ये किया है गलत किया है किसी की मेहनत की कमाई की चोरी की है भगवान करे ऐसा करने वाले बे मौत मरे
0,"रेअली 😃👉लेकिन अफ़सोस!!!बूढ़ी हाथनि, झूटन की दीवानी wtsp की रूबी विधवा, कालो निशा, पाथी, भैंस अमन वाकी भाड़े की रखेलें 👎👎👎सिर्फ फेक &झूटन, होटल्स के ही काबिल हैं 👎👎मकान के नहीं 👉इसके लिये लाचार की मर्दानगी 0%&कुत्तियों की औक़ात 0%😃😃😃😃👎👎👎👎👎"
0,"ऊपर वाली के लाइक के लिये हाथनि &झूटन की दीवानी गुस्से नहीं होती आपको?? या फेक i'd से चाय पिलाकर, कप धोकर वेश्याओं हाथनि वोमिटिंग को हैप्पी करके मना लेते हो... 😜"
1,कोई हमें भी फॉलो कर दो बाबू
0,"देखना कहीं इसके लाइक को हाथनि कला बूढ़ी देख लेती वरना उसके खसम की पोटी नहीं मिलेगी खाने को, उसकी पिल्ली के सूसू सहित... 😡"
0,उसके मुह में डाल दो
0,डूब के मरजा
0,तेरा हलाला करने के बाद
1,गौरव मकराना तुम जाकर कुछ हम कह देते आई लव यू
1,👙👙👙👙👙👙👙 बहुत बड़ा है 🍆🍆🍆🍆🍆🍆🍆
1,आप कहा से हो
1,अरे पंचायत साहब तेरे को क्या प्रॉब्लम है
1,इलाके मे जो मझा ह और कइमेना
1,एक लाइक करोगे तो दो लाइक करेंगे अगर दो लाइक करोगे तो 4 लाइक करेंगे दो करती है कम से कम एक तो करके दिखाओ
1,मेरी फेसबुक आयडी पर जुड़िए
1,#photographychallenge #posechallenge  💋♥️मुझसे दोस्ती करने के लिए मुझे Request भेजो और Follow करो पक्का Add करूंगी🥀💋♥️  👉Online हु जल्दी जल्दी Request भेजकर मैसेज कीजिए 💋  👇💋👇♥️👇🥀👇💋👇♥️👇🥀👇
0,बुर दोगी कितने मे
0,"एसिडेंट यही लोग करते हैं और कार वाले लोगो, और ट्रक वालों को कहते कि लोग दारू पीकर चला रहे थे वह"
0,5 वी पास होने के तुरंत बाद 25 साल वाली औरतों की हरकत करने लगी छुटकी.  थोडी उम्र से भी बड़ी हो जाओ. क्यों अपने माँ बाप को शर्मिंदा कर रही हो मुनिया.
1,थोड़ी सी कमी रह गई दोस्त 👌👌
0,कुरान कसम अगर अब एक बूंद भी बारिश huwa to mera tera muh tod dunga
1,ज़िन्दगी हमें बहुत सी चीजें मुफ्त में देती हैं लेकिन इनकी कीमत हमें तब पता चलती है जब ये चीजें कहीं खो जाती हैं।
1,"मैं बन जाऊँ चाय की पत्ती, तुम बन जाना शक्कर के दाने कोई तो होगा चाय का दीवाना जो हमे मिलाए चाय पीने के बहाने"
0,मेहनत की कमाई होगी तो चलेगी अगर ब्लैक मार्केटिंग कमाई होगी तो इससे तो क्या अपनी जान से भी हाथ धो बैठोगे
1,आप नंबर के बारे में बात कर रहे थे
1,क्या कोई ज्ञानी पुरुष है जो मुझे मेरे प्रश्न का उत्तर दे सके दुनिया में ऐसी कौनसी चीज है जिसे हम देख तो सकते हैं पर छू नहीं सकते??
0,सब वामपंथी कांग्रेसी की मां चोद दिया अमीश देवगन जिंदाबाद
0,इसको खुजली हो रही है इसलिए कुत्ते की तरह कर रहा है
1,सुपर से ऊपर
1,"🌹🌹😡😓सर झुकाने की आदत नही है ,🤣❣️😭आशू बहाने की आदत नही है ,😇😇हम खो गये तो पछताओगे बहुत ,🚶🚶क्यो की हमारी लौट  के  आने की आदत नही है 👋🌞😜🤩💔❤️❣️🚦🚲💌"
1,"खुश रहने के लिए मेरी 3 बातेँ हमेशा याद रखना 1 love marriage मत करना 2 arrange marriage भी मत करना 3 सबसे important, marriage ही मत करना 😜 😜 😜 😜 😜 😜"
0,खुद ही मदर म****** है
0,"पहले अलग देश की मांग करते थे , और अब कहते हैं हमें पूर्ण राज्य का दर्जा चाहिए...   चमचों , देखा मोदी जी का मास्टर स्ट्रोक, एक झटके में समाधान कर दिया...! अब आगे आगे देखों, होता हैं क्या..... !"
1,"क्या कोई online है, मेरा friend बनेगा??  मुझे एक ऐसा friend चाहिए, जो मेरी गलतियां पर पर्दा डाल सके 😜😜😜😜😜"
1,तारों में अकेले चाँद जगमगाता है  मुश्किलों में अकेला इन्सान डगमगाता है  काँटों से मत घबराना मेरे दोस्त  क्योंकि काँटों में ही एक गुलाब मुस्कुराता है
1,वह पगली कह रही थी दिल तोड़ दिया मेरा मैंने कहा हम गांव के छोरे हैं घाटी पर ट्रैक्टर का मौसम नहीं टूटने देते किसी का दिल क्या तोडेंगे
0,"क्या सब साधू बन रहे हैं सालो ठारकी वालो, मन से कमेंट किया करो, हराम खोरो"
0,छोटी चूत मस्त चुदेगी
1,"उमर की राह मे रस्ते बदल जाते हैं, वक्त की आंधी में इन्सान बदल जाते हैं, सोचते हैं तुम्हें इतना याद न करें, लेकिन आंखें बंद करते ही इरादे बदल जाते"
1,हे सगळं बाबासाहेब आंबेडकर ना मुळे सगळं करतेस नाही तर बसली असतीस घरी भांडी घासत....ही नाटक सगळी घरांत करायची ....
0,आप की चुत में लड़ डालना है
1,रात को क्या करते 12:00 बजे के बाद
0,माधङ  चोद और हिला कर दिखा
1,Paise kahaपे भाई इतना यार 1गद्दि भेजना यार  गरीबी दूर हो जाएगा भाई
1,माशा अल्लाह आमीन आमीन सुम्मा आमीन
0,ऐसा कपड़ा पहनोगी खाली सपनवा में आते थे तो कुछ दिनों पलंगी पे आने लगगे
1,आप लोगो को देख के जीने का मन और करता है
0,तुम्हारी शक्ल बंदर भी देख ले तो कंफ्यूज हो जाए तुम बंदरिया हो या आदमी
0,लैंड खाने का ज्यादा मन है ना शादी कर लो
1,हां तुम तो बहुत अच्छी हो ❤️❤️❤️💋💋💋 <number> 
1,"जब भी कोई #👬दोस्त पूछता✨ है, हमसें 😎#भाभी 👰कैसी है, #दिल❤ की ""धड़कनें"" रुक💓 जाती हैं और जुबान💋 पे एक ही सवाल😇 आता है, कौन सी..?"
1,गणपती बाप्पा मोरया
0,अगली वीडियो मे निकाल देना याद से
0,ये कटुआ खान है पाकिस्तानी एजेंट है  थूकता है ऐसे कमने पर
0,"बहुत घटिया वीडियो ,जो परिवार का नहीं वो किसी और का कैसे हो सकता है"
1,जय भोले बाबा
1,अब क्यों रो रहे होअब क्यों रो रहे हो मुझे धोखा देकर
0,मैडम कबी मेरे से वी मिसाज करवा लो कोई मेरा तो तुमारीया ऐसी वीडियो को देख कर बहुत खडा हो जाता है
0,सालो नाक कटा दी पुरुष जाति की । लड़कियों से हार गए ।
0,Xxx video करो अगर इतना ही बड़ा हो गया हे तो पूरा खोल के दिखा दो
1,मुझे ये बात समझ नहीं आई ये रो क्यों रहा है
1,जय श्री महाकाल
0,चल हट चुड़ेलन 🤮🤮🤮🤮🤮🙉🙉🙉
1,जय हो शंकर भगवान बच्चों की रक्षा करो उन को मत काटो बच्चे भगवान शिवगुरु का ही रूप होते हैं
1,क्या सेक्सी है
1,जिन किसानों की वजह से इनकी थाली में खाना आता है उनकी इंसल्ट करती है गली देती है किसानों को एक्ट्रेस है पर दिल बहुत छोटा
1,रानी क्या नंबर मिल सकता है
0,इत्ता झूट भी कही चलता क्या......हमारे दिल पर क्या बीत रही होगी ये तुम्हारी बाते सुनकर......😥
0,यार बचपन में तो तुम मेरे सामने नंगे नंगे ही ना लेते थे क्यों हम खेत में कितने नाते रहता हूं और नया और बाकी के दोस्त सब बिछड़ गए ना हमसे दोस्ती कर लो
1,मेरे बिना हो सके तो कुछ ऐसा कर दो भगवान रियाज हमेशा यह मेरा बन जाए मेरे तेरे हो गए आई लव यू टू रियाज लव यू टू टू आई मिस यू आई किस यू आई हेट यू आई लव यू माय लव
1,आज मैंने तुमको अपना बना लिया है तुम भी मुझे अपना लो देख लेना मेरी याद बहुत आएगी तो मैं क्योंकि मैंने भी प्यार किया तुमने भी प्यार प्यार किया टिक टॉक पर बहुत प्यार करता था मैं दूसरों को दे देना
0,अपनी बहन के साथ निकाह करने वाले तुमको क्या मालूम है गद्दी पर राजा बैठा है
0,सुहाघ रात भी बंद कमरे में होता है ओ गलत है या सही plz reply me 🙏🙏
1,मूवी का नाम है शादी में जरूर आना
0,ओर अब उसी कांग्रेस की फटती फटते फतन्ति
1,जय जय ओम बत्रा सा री सा
0,मशीन मे एक तरफ आलू  डाल कर दुसरी तरफ से सोना निकालने वाले गधे पे भरोसा करणे वालो से मै क्या कहू?चमचो का इस्तेमाल सिर्फ जरुरत  पडणे पे होता है! भक्त से अंदभक्त  वो q बने अगर चमचे विषलेशन करे तो उन्हे सब कुछ पता चल जायेगा!
0,तेरी मा कि गांड़ में रिलीज हुई
0,पहले तू कपड़े पहनना सीख भोसड़ी बाली
1,सही बात है वह सब तेरी बहने होगी
0,बस कर  बेटा मोदी का नाम लेगा तो रोड पर ही घूमता रहेगा काफी है या और बोल
0,तेरी च** में ल** डालते हुए
1,यह गिलास में महीना है क्या तेरा
1,जिनके घर प्रिंसेस होती है वो ही ध्यान रख पाते है दूसरों की प्रिंसेस का
0,वीडियो तो उल्टा चलाया है तूने चुतियां लग रहा है
1,ऐक नंबर दादा
1,1935me एक महिला जन्म हुई और 1935me जन्म देते व्यक्त उसकी माँ मर गई जिसकी उम्र 70 साल थी...
1,मुर्गी के पओकीउगली 3होती हाए आगुटा होता हाए लडकी के 4उगली
0,नहाने से वजन कम होता h कल्लो और तुम तो पानी गंदा कर रहे हो बाहर आ जाओ
0,कितनी औकात है तेरी
1,ग़रीबी मौत से भी बत्तर है मेरे दोस्त मौत आ जाये पर मेरे दोस्त गरीबी न आये किसी को😥😥😥🙏🙏🙏
1,मोनिका जानू मैंने कब तुम्हें छोड़ा मैं तो अभी भी हूँ तुम्हारा लव यू 😂😂
1,गर्ल्स ज्यादा अच्छी लग रही है
0,Comment box चालू कर झवाडे
1,जय राधे राधे
0,विडीयो उल्टा करके चलाया है चुटिया मत बना
1,मुर्गी (Hen)   लड़की (Girl)  बस ठीक  100% ok
0,नीचे का भी समान दिखाओ
1,लगता है सऊदी वालों ने आपके अच्छे अच्छे से खातेदारी किया है इसलिए बोल नहीं पा रही हो
0,जब देखो बर्तन के पीछे ही लड़ती रहती है दोनो 😆😆🥰
0,चूत भी दिखा दे उसको किसलिए छुपा के रखी हो छक्कि
0,बहन की लोहड़ी मौज बंद करवा दे
1,साले साहब क्या हुआ
0,तुम्हारा क्या रेट है च** रेट कितना भी रहे हो तुम्हें ही चोदूंगा
1,आज समाज मे यही चल रहा है आप ने दिल की बात कही ❤️❤️❤️
1,दिहाड़ी  मजदूरी करण तो म्हारे हरियाणा पंजाब मै  आवा है उत्तर प्रदेश वाले और हाँ अगर यहाँ किसी भाई का ब्या ना होव नै तो हरियाणा आले तो बहु भी up तै मोल लियावा हाँ  # जय हरियाणा जय हरियाणवी जय बाबा की 🙏🙏🙏🙏#
1,जय हो गौ माता जय भारत माता की
0,1 मिनट रुको मैं कमेंट पड़ने वालों के लिए चाय की व्यवस्था करता हूँ😂🤣😂🤣🤣🤣🤣🤪🤪🤪🤪🤪
0,"संजय दत्त की औकात कुत्ते बराबर है ,अम्बानी के सामने"
1,भगवान इनकी आत्मा को शान्ति दे 🙏🙏
0,लड़कियों को पिंक कलर का यह भी बहुत पसंद है 👙😀😀😀
1,पयार कर लेते लेकिन सामने वाले को पहाचन नही पाते ऐसामेरे साथ भी हुआ है एसलिये कभी किसी से पयार नही करना तोफिर रोना पडेगा
0,साले की औकात ही बोतल देने की है
1,देश के जवानो को मेरा सलाम
0,इन कुत्तों की वजह से ही देश बर्बाद हो रहा है हिंदू-मुस्लिम को लड़ाने का काम करता है
1,जबरस्ती वेक्सीन लगाई गई हैं यह पे
1,प्यार में विश्वास होना बहुत जरूरी है  भाई
1,"कभी उनकी याद आती है  कभी उनके ख्व़ाब आते हैं,, मुझे सताने के सलीके तो उन्हें बेहिसाब आते हैं....!!💔"
1,ये है हिन्दुओं की सभ्यता  और संस्कृति
0,गलत...विडीओ...है...गरीबका लुटेरे...का...विडीओ..क्यो बनाया..???
1,मेरको मत बना पिचे से हाथ छोड़ के फिर से पकड़ लिया
1,जय भोलेनाथ बहुत सुंदर हैभोलेनाथ माता पार्वती जी
0,आज तूने कबूल कर लिया के तू कभी नहीं सुधरे गी और ऐसी ही घटिया वीडियो बनाती रहेगी।।।।
0,गलत पोलीस वाले है उसे सस्पेंड किजीए
0,अगर ये पुलिस वाला वर्दी में न होता तो इसकी कुत्ते जैसी हालत कर देता ये आदमी
0,यह लड़का या लड़की मेरे को लग रहा है यह छक्का है
1,Koi मुझे भी फ्लो कर दो प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज
1,आपसे बहुत प्यार करता हूं
0,तू एक बार मर्द के हाथ में पड़ गई ना तो चिल्लाएगी क्यों मम्मी अब बचा ले भैया जी बचा लो पापा जी बचा लो
0,मुझे तो संस्कार तेरे अंदर बिल्कुल नहीं दिख रहे 😠
0,ए अख्खा इंडिया जानता है कि तू पूरी बिगड़ी हुई हो...... आज सिर्फ तुमने कबूल कर लिया 😁😁😁😁😁😁
0,घर पर ऐसा ही माहौल मिला होगा।
1,अगर कोई प्यार करे उसे मतलबी मत समझना जिंदगी में बहुत से मोड़ आएंगे हर कोई धोखेबाज मत समझना
0,बी चौक में लाकर उनको ही मारो सालों का ऐसे ही
1,अच्छे बाबू हो न 👌plz सुधर जा न बाबू🙏 पढ़ाई करके पुलिस अफसर बनना है न✍️ plz सुधर जा बाबू 🙏😊🤗🤗
0,यार! हर एक video मे हिलाते हो!... हिला हिला के लटक रहे है... दबाने का किसी को तो मोका दो...
1,एक नम्बर छोटू😘😘👌💪💪
1,जाटनी है यो
1,अरे भाई तू आदमी है कि रन मशीन है
0,साड़ी में बनाती है तो कितना क्यूट लगती है रे भोंसड़ी वाली
1,बोलती बहुत अच्छा हो मेरा नाम सपना है मुझे रिप्लाई कर दो प्लीज
1,"बहुत उदास है कोई शख्स तेरे जाने से, हो सके तो लौट आ किसी बहाने से, तू लाख खफा सही मगर एक बार तो देख कोई टूट गया है तेरे जाने से।"
0,"चाँद देखकर सितारे बने, आसमान देखकर बादल बने, नदी देखकर किनारे बने, आपके कारनामे देखकर कंडोम के कारखाने बने.😂😂😂😂😂😂😂"
0,मौज कर दी भोसड़ी के बेट्टे
1,"कितनी दूर निकल आये हम इश्क निभाते निभाते, खुद को खो दिया हमने उनको पाते पाते, लोग कहते है दर्द बहुत है तेरी आँखों में, और हम दर्द छुपाते रहे मुस्कुराते मुस्कुराते।"
1,"हम जानते है आप जीते हो जमाने के लिए, एक बार तो जीके देखो सिर्फ हमारे लिए, इस नाचीज़ की दिल क्या चीज़ है, हम तो जान भी देदेंगे आप को पाने के लिए।"
0,बच्चा तो अलग बात है मासूम बच्चा है ना बे साले तुम साले पंडित लोग नंगा रहता है नागा साधु ल** का पूजा करता है शिवलिंग का पूजा करता है नंगा बाबा
0,ये भोसड़ी वाले परिवार का मतलब क्या जाने बस हवस के लिये प्यार का ढोंग करते है और फिर इनको अपना ही घर परिवार गलत लगता है
0,"अरे राजू मेरा चश्मा तो ला जरा इसे  देखूँ एक दिन में कितनी बार चुदती है ये, ओर कितने रुपये लेती है, हमारे गाँव में लड़के ठाली पड़े है, कयूँ री चुददो देगी कि नहीं,"
0,संस्कार तो तुम्हारा दिख रहा है कपड़ा से ही madharchod
0,बदतमीज पुराना वीडियो फिर डालने लगा
0,"इन चूचो से बड़े हमारे आंड है, समझी चुददो"
0,नाक पर तिल होठों पर लाली। आये हाय नज़र न लगे तुझे भोसड़ी बाली 😙
1,ग्वार औरत क्या समय खराब कर रही है जा के मजदूरी कर ले।
1,आप   रुमाल  के। हजार   टुकड़े। करे  तभी  रूमाल।  कोने   चारही  रहे  गे।
0,ज़िंदगी आपको मुँह से लेकर गांड तक सुख समृद्धि दे। कोई भोसड़ी का आपकी झांट का बाल न उखड सके। आप सफलताआपका कोटि-कोटि धन्यवाद 😂जो आपने अपनी जान जोखिम में डालकर इतनी महत्वपूर्ण व्हिडीओ हमें दी इस व्हिडीओ😎को देखकर पूरे ब्रह्मांड में दिव्य ज्योति प्रज्वलित हुई है देव दानव सुर असुर गंधर्व नाग किन्नर नर नारी सभी कृतज्ञ महसूस कर रहे हैं की माँ चोदो और खुशियों से आपकी गांड फैट जाये।🤪😜😜🍌🍌
1,⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐ जय हिन्द भारत माता की जय
0,हमारे भारत का असीम सौभाग्य है। जो इतने महान कोटि कोटि के परम चूतिया यहां विराजमान हैं। आपकी इस अद्भुत कला को देखकर अन्य सभी चूतियाओ में जोश भर आया है। हम अपेक्षा करते हैं कि आप इस सभ्यता को इसी तरह बरकरार रखेंगे एवम अपने अन्य चूतिया साथियो के प्रेरणा स्रोत बनेंगे।
0,जानवर हे वो जो लडकियो पर हाथ उठाता हे उसकी गलती पर उसे छोड दो फिर कभी उसकी तरफ मुडकर मत देखो
1,आपका कोटि कोटि धन्यवाद जो आपने अपनी जान जोखिम में डालकर इतनी महत्वपूर्ण सूचना हमें दी । इस खबर को सुनकर पूरे ब्रह्माण्ड में दिव्य ज्योति प्रज्ज्वलित हुई है । देव दानव सुर असुर गन्धर्व नाग किन्नर नर नारी सभी कृतज्ञ महसूस कर रहे हैं । यदि आप ऐसा न करते तो देवराज इंद्र का सिंहासन हिल जाता श्री विष्णु क्षीरसागर में अपनी निद्रा से जग जाते ब्रह्मा अपनी समाधि तोड़ देते और शिव तांडव शुरू कर देते । सम्पूर्ण पृथ्वी आपके एहसान तले रहेंगी .
0,Oye तुम चमार ho अभी tumne यादव को nahi देखा होगा वो थारे बाप hai बेटा
1,भेरि सेक्सी हो
1,🙏🙏जय माता दी 🙏🙏
0,रंडी हो क्या
1,शो माय आयडि बेबि😍😍😘
1,आप बहुत सेक्सी लग रही हो
1,हाय आप सुन्दर हो घर कहा है आपका
0,पाकिस्तान बच्चा था बच्चा ही रहेगा जो पाक को अपना बाप समझते हैं वो शौक से अपने बाप के पास चले जाएं कम से कम हिन्दुस्तान से कुछ दिमग तो साफ होगें 😂😂😂😂😂
0,ब्यूटी खान ने जांघो में क्या बाँधा है?
1,हाय भाभी जी गुड मॉर्निंग जी ❤️❤️
0,सही है जो उट्टा उट्टा कर पेलेगा ओ ही झे....
0,रण्डी है साली
1,जय हिंद सर दिल से सलाम
0,लड़कियों को केवल पैसा और दौलत से जरूरत है और कुछ नहीं पैसा मिला वह अपना निकली पैसा वाला लड़का जी से मिल जाता है वह अपना ही रात रास्ता देख लेती है
0,"कोठे की औरते समाज के दरिन्दों की भुख मिटाती है, लेकिन ए बालीवुड की हिरोइने समाज मे दरिन्दे पैदा करती है 👎👎👎👎"
0,"बकरो के बारे मे क्या हुआ? ईद आ गयी,बाते सिर्फ बाते होती है  उसका नाम न तो अल्लाह है,न राम है  तुम नेता नगरी करो ओर दुनियाभर मे अल्लाह ओर तालिबान का डर दिखाओ बेवकूफी करो"
0,शर्म करो कुछ
0,चल भाग भोंसड़ी के आंधी आ रही है
1,हम मे बाट दो ना
1,दिल तो मेरा लोहे जैसे था क्या पता था TUM चुम्बक बनकर आओगी और मुझे पागल कर जाओगी !!
1,लाखों की. बात. बोली. भाई. मेरे.i. Love. You. Boss❤🌹♥️💕🙄🙏🙏
0,"झूट बोलना बंद कर चूतिया, मोदी चोर है, देश का नाश कर दिया उसने"
0,साले  mulee कही के
1,बताओ एक सेब पर अपना ताकत दिखाता है
1,गरीबो का प्यार है जनाब कभी धोखा नही देगी बिलकूल सच्चा है
1,कितनी प्यारी बच्ची है यार ♥♥♥♥♥
1,अच्छे संस्कार सिखाया अपने हमेशा याद रहेगा Very Beautiful so much Thanku
1,"हमको जो फालो नहीं करेगा उसके घर मे साँप जायेगा, तो देर मत कीजिये"
1,बिल्कुल सही कहा भाई ने 👍
0,थोड़ा और बोल देते अभी भी कम है पता नहीं तुम जैसे लोग यहां से कब जाएंगे अगर हमारे देश में तुम्हारे जैसे लोग हो तो हमारा पूरा देश बर्बाद हो जाएगा
